industry1,industry2,value
Public administration,Manufacture of basic iron and steel,1714.727662
Public administration,Manufacture of other basic metals,732.7789395
Public administration,Manufacture of fabricated metal products,3285.035381
Public administration,Manufacture of industrial and domestic machinery and equipment,1390.528821
Public administration,Manufacture of electric and electronic machinery and equipment,928.3356619
Public administration,Manufacture of transport equipment,576.0418943
Public administration,Manufacture of furniture,1323.752852
Public administration,Repair and installation of machinery and other manufacturing,784.3054251
Public administration,Electric power generation,2262.60104
Public administration,Transmission of electric power,81.64888285
Public administration,Distribution of electric power,405.3038703
Public administration,Gas and steam manufacture and supply,1523.783553
Public administration,Water collection treatment and supply,11329.36737
Public administration,Waste collection and recycling activities,3461.648975
Public administration,Construction of residential buildings,1722.312988
Public administration,Construction of non-residential buildings,654.4473452
Public administration,Civil engineering,14855.49851
Public administration,Specialized construction activities,402.3248022
Public administration,Wholesale and retail trade of motor vehicles,12157.38069
Public administration,Wholesale trade,87069.79041
Public administration,Retail trade,40109.30584
Public administration,Accommodation,1461.406149
Public administration,Food and beverage service activities,5488.890715
Public administration,Transport via railways,2990.120332
Public administration,Other passenger land transport,15033.63115
Public administration,Freight transport by road,5297.019636
Public administration,Transport via pipeline,17.05494979
Public administration,Water transport,5471.234141
Public administration,Air transport,20913.19561
Public administration,Warehousing,1098.30737
Public administration,Support activities for land transport,16612.40095
Public administration,Other support activities for transport,20191.19485
Public administration,Postal and courier activities,253.6682908
Public administration,Wireless telecommunications,3051.28783
Public administration,Wired telecommunications,1268.670447
Public administration,Other telecommunications activities,1369.205505
Public administration,Information services activities,6061.895546
Public administration,Publishing activities,5168.82614
Public administration,Banking monetary intermediation,7090.502318
Public administration,Insurance activities,2950.946543
Public administration,Auxiliary financial activities,1728.189823
Public administration,Real estate activities,4402.128588
Public administration,Housing services,24.57211158
Public administration,Legal and accounting services,2755.80855
Public administration,Architectural and engineering services,5671.929687
Public administration,Other professional activities,9259.260436
Public administration,Rental and leasing activities,1789.970973
Public administration,Business support activities,7715.99189
Public administration,Public administration,36903.86245
Public administration,Public education,3514.250702
Public administration,Private education,3693.070664
Public administration,Public health activities,1357.905051
Public administration,Private health activities,27890.83364
Public administration,Activities of organizations,2118.052297
Public administration,Artistic and entertainment activities,3413.363904
Public administration,Other personal services,830.3419574
Public education,Cultivation of annual crops,96.06658511
Public education,Cultivation of vegetables,35.81055499
Public education,Cultivation of grapes,51.96512973
Public education,Cultivation of other fruits,137.5941995
Public education,Cattle bredding,113.5455709
Public education,Pigs breeding,45.98190286
Public education,Chicken breeding,85.91260111
Public education,Breeding of other animals,11.10902661
Public education,Farming services,18.38191542
Public education,Forestry,20.33668983
Public education,Aquaculture,69.27134207
Public education,Extractive fishing,0.92004362
Public education,Coal mining,7.038979559
Public education,Crude oil and gas mining,4.674892511
Public education,Copper mining,7595.439673
Public education,Iron mining,563.5909762
Public education,Mining of other metals,464.9020133
Public education,Other mining activities and mining services,365.7169186
Public education,Processing and preserving of meat,1757.906963
Public education,Processing and preserving of fishmeal and fish oil,80.88428013
Public education,Processing and preserving of fish,1210.262606
Public education,Processing and preserving of fruits and vegetables,606.7239561
Public education,Manufacture of vegetable and animal oils,150.3527654
Public education,Manufacture of dairy products,905.5797937
Public education,Manufacture of grain mill products,561.5220575
Public education,Manufacture of prepared animal feeds,696.2909163
Public education,Manufacture of bakery products,701.6719429
Public education,Manufacture of macaroni noodles and other related products,15.79577188
Public education,Manufacture of other food products,882.4825672
Public education,Distilling rectifying and blending of spirits,298.9135497
Public education,Manufacture of wines,1743.789143
Public education,Manufacture of beers,804.3914464
Public education,Manufacture of soft drinks,1524.082206
Public education,Manufacture of tobacco products,238.0020942
Public education,Manufacture of textile products,278.7477493
Public education,Manufacture of wearing apparel,785.9129491
Public education,Manufacture of leather products,19.96677375
Public education,Manufacture of footwear,69.0478036
Public education,Sawmilling and planing of wood,1088.140955
Public education,Manufacture of wood products,989.7103196
Public education,Manufacture of pulp and paper,983.7868921
Public education,Manufacture of containers of paper,357.3497568
Public education,Manufacture of other paper products,738.9966522
Public education,Printing,575.3185265
Public education,Manufacture of refined petroleum products,713.5104109
Public education,Manufacture of basic chemicals,868.8379936
Public education,Manufacture of paints,273.5648965
Public education,Manufacture of pharmaceutical products,2283.631454
Public education,Manufacture of soap detergents and toilet products,893.861446
Public education,Manufacture of other chemical products,514.3177044
Public education,Manufacture of rubber products,14.23220333
Public education,Manufacture of plastic products,507.720935
Public education,Manufacture of glass and glass products,123.1936479
Public education,Manufacture of cement,478.2034561
Public education,Manufacture of concrete and concrete products,1259.740983
Public education,Manufacture of basic iron and steel,296.6926208
Public education,Manufacture of other basic metals,141.3471499
Public education,Manufacture of fabricated metal products,1632.710816
Public education,Manufacture of industrial and domestic machinery and equipment,786.4875628
Public education,Manufacture of electric and electronic machinery and equipment,259.0985084
Public education,Manufacture of transport equipment,468.418727
Public education,Manufacture of furniture,494.8687374
Public education,Repair and installation of machinery and other manufacturing,333.5662954
Public education,Electric power generation,647.6525321
Public education,Transmission of electric power,13.22905127
Public education,Distribution of electric power,89.77517754
Public education,Gas and steam manufacture and supply,1720.354247
Public education,Water collection treatment and supply,166.7088057
Public education,Waste collection and recycling activities,78.56833258
Public education,Construction of residential buildings,1861.189301
Public education,Construction of non-residential buildings,680.1369179
Public education,Civil engineering,1282.832294
Public education,Specialized construction activities,592.9622668
Public education,Wholesale and retail trade of motor vehicles,1523.229941
Public education,Wholesale trade,10053.44581
Public education,Retail trade,6718.747956
Public education,Accommodation,219.6290054
Public education,Food and beverage service activities,699.580407
Public education,Transport via railways,102.1051295
Public education,Other passenger land transport,320.3453669
Public education,Freight transport by road,482.5168263
Public education,Transport via pipeline,3.527301699
Public education,Water transport,62.08004662
Public education,Air transport,696.419641
Public education,Warehousing,277.7245894
Public education,Support activities for land transport,447.7984938
Public education,Other support activities for transport,255.1292075
Public education,Postal and courier activities,42.66014182
Public education,Wireless telecommunications,1317.918845
Public education,Wired telecommunications,454.2617883
Public education,Other telecommunications activities,1536.374903
Public education,Information services activities,2651.628147
Public education,Publishing activities,1109.686181
Public education,Banking monetary intermediation,4402.779159
Public education,Insurance activities,2564.422447
Public education,Auxiliary financial activities,1137.752162
Public education,Real estate activities,2463.215117
Public education,Housing services,0
Public education,Legal and accounting services,1632.091638
Public education,Architectural and engineering services,5865.096759
Public education,Other professional activities,7162.128445
Public education,Rental and leasing activities,1119.89947
Public education,Business support activities,5206.958997
Public education,Public administration,2037.717595
Public education,Public education,1216.232798
Public education,Private education,2275.782118
Public education,Public health activities,873.8366473
Public education,Private health activities,2268.533202
Public education,Activities of organizations,88.50704829
Public education,Artistic and entertainment activities,666.5184945
Public education,Other personal services,92.25290197
Private education,Cultivation of annual crops,222.4106953
Private education,Cultivation of vegetables,83.00213851
Private education,Cultivation of grapes,121.8756068
Private education,Cultivation of other fruits,326.8830031
Private education,Cattle bredding,255.909497
Private education,Pigs breeding,103.1217709
Private education,Chicken breeding,189.8673002
Private education,Breeding of other animals,24.88482716
Private education,Farming services,17.51290242
Private education,Forestry,47.57278423
Private education,Aquaculture,157.4719411
Private education,Extractive fishing,4.223806083
Private education,Coal mining,4.072933655
Private education,Crude oil and gas mining,10.96046873
Private education,Copper mining,7042.661803
Private education,Iron mining,105.0375012
Private education,Mining of other metals,65.94298574
Private education,Other mining activities and mining services,91.39800836
Private education,Processing and preserving of meat,3912.238128
Private education,Processing and preserving of fishmeal and fish oil,177.0858216
Private education,Processing and preserving of fish,2654.285576
Private education,Processing and preserving of fruits and vegetables,1374.672219
Private education,Manufacture of vegetable and animal oils,329.7400333
Private education,Manufacture of dairy products,2056.943134
Private education,Manufacture of grain mill products,1213.022919
Private education,Manufacture of prepared animal feeds,1566.094248
Private education,Manufacture of bakery products,1589.565491
Private education,Manufacture of macaroni noodles and other related products,38.8339342
Private education,Manufacture of other food products,1955.53122
Private education,Distilling rectifying and blending of spirits,559.3391661
Private education,Manufacture of wines,3827.706644
Private education,Manufacture of beers,1782.661173
Private education,Manufacture of soft drinks,3451.337618
Private education,Manufacture of tobacco products,476.6252644
Private education,Manufacture of textile products,625.8791256
Private education,Manufacture of wearing apparel,1749.664465
Private education,Manufacture of leather products,46.24982323
Private education,Manufacture of footwear,155.1673288
Private education,Sawmilling and planing of wood,2420.257494
Private education,Manufacture of wood products,2209.165172
Private education,Manufacture of pulp and paper,2151.434487
Private education,Manufacture of containers of paper,812.0123896
Private education,Manufacture of other paper products,1639.614829
Private education,Printing,1209.296655
Private education,Manufacture of refined petroleum products,1601.671049
Private education,Manufacture of basic chemicals,1750.59153
Private education,Manufacture of paints,617.1661356
Private education,Manufacture of pharmaceutical products,5061.388807
Private education,Manufacture of soap detergents and toilet products,2030.356843
Private education,Manufacture of other chemical products,1134.79272
Private education,Manufacture of rubber products,29.90018693
Private education,Manufacture of plastic products,1152.397214
Private education,Manufacture of glass and glass products,282.2150709
Private education,Manufacture of cement,1013.183144
Private education,Manufacture of concrete and concrete products,2827.752013
Private education,Manufacture of basic iron and steel,667.9970985
Private education,Manufacture of other basic metals,308.7463094
Private education,Manufacture of fabricated metal products,3567.762561
Private education,Manufacture of industrial and domestic machinery and equipment,1641.520037
Private education,Manufacture of electric and electronic machinery and equipment,584.4382267
Private education,Manufacture of transport equipment,1023.736276
Private education,Manufacture of furniture,1038.502745
Private education,Repair and installation of machinery and other manufacturing,785.1364855
Private education,Electric power generation,1336.630307
Private education,Transmission of electric power,23.74527097
Private education,Distribution of electric power,199.754547
Private education,Gas and steam manufacture and supply,3871.56616
Private education,Water collection treatment and supply,244.803863
Private education,Waste collection and recycling activities,166.6443107
Private education,Construction of residential buildings,3934.814275
Private education,Construction of non-residential buildings,1395.261009
Private education,Civil engineering,373.8272768
Private education,Specialized construction activities,207.6015142
Private education,Wholesale and retail trade of motor vehicles,3465.260357
Private education,Wholesale trade,21393.84526
Private education,Retail trade,16307.97918
Private education,Accommodation,608.9687891
Private education,Food and beverage service activities,1945.992321
Private education,Transport via railways,227.6609732
Private education,Other passenger land transport,567.4711016
Private education,Freight transport by road,850.9221868
Private education,Transport via pipeline,4.426350939
Private education,Water transport,130.0412946
Private education,Air transport,1637.974399
Private education,Warehousing,676.5238885
Private education,Support activities for land transport,1010.483145
Private education,Other support activities for transport,530.3189807
Private education,Postal and courier activities,82.33589491
Private education,Wireless telecommunications,3133.575871
Private education,Wired telecommunications,1065.544414
Private education,Other telecommunications activities,3396.524717
Private education,Information services activities,6214.576699
Private education,Publishing activities,2530.047047
Private education,Banking monetary intermediation,10119.14906
Private education,Insurance activities,5679.453697
Private education,Auxiliary financial activities,2546.404729
Private education,Real estate activities,5604.516958
Private education,Housing services,0
Private education,Legal and accounting services,3754.619
Private education,Architectural and engineering services,7801.296603
Private education,Other professional activities,15901.65937
Private education,Rental and leasing activities,2483.713688
Private education,Business support activities,11753.9884
Private education,Public administration,4568.332074
Private education,Public education,3001.874876
Private education,Private education,5264.595277
Private education,Public health activities,1975.939562
Private education,Private health activities,4321.46198
Private education,Activities of organizations,217.3097046
Private education,Artistic and entertainment activities,1583.512179
Private education,Other personal services,212.0204064
Public health activities,Cultivation of annual crops,2.254460132
Public health activities,Cultivation of vegetables,1.191933887
Public health activities,Cultivation of grapes,1.71355035
Public health activities,Cultivation of other fruits,4.843430516
Public health activities,Cattle bredding,1.929955921
Public health activities,Pigs breeding,0.802527185
Public health activities,Chicken breeding,1.384144791
Public health activities,Breeding of other animals,0.156129298
Public health activities,Farming services,0.197514291
Public health activities,Forestry,0.383005968
Public health activities,Aquaculture,4.5861778
Public health activities,Extractive fishing,0.065754279
Public health activities,Coal mining,0.005644246
Public health activities,Crude oil and gas mining,0.292128875
Public health activities,Copper mining,72.81989946
Public health activities,Iron mining,5.679283603
Public health activities,Mining of other metals,0.446045327
Public health activities,Other mining activities and mining services,0.191211685
Public health activities,Processing and preserving of meat,6.505968354
Public health activities,Processing and preserving of fishmeal and fish oil,0.216157854
Public health activities,Processing and preserving of fish,2.50265853
Public health activities,Processing and preserving of fruits and vegetables,2.374108282
Public health activities,Manufacture of vegetable and animal oils,0.468179288
Public health activities,Manufacture of dairy products,15.51203414
Public health activities,Manufacture of grain mill products,5.869003743
Public health activities,Manufacture of prepared animal feeds,4.554289439
Public health activities,Manufacture of bakery products,15.99298486
Public health activities,Manufacture of macaroni noodles and other related products,1.173527292
Public health activities,Manufacture of other food products,13.08180491
Public health activities,Distilling rectifying and blending of spirits,0.804621743
Public health activities,Manufacture of wines,15.44537016
Public health activities,Manufacture of beers,3.536773676
Public health activities,Manufacture of soft drinks,18.41279063
Public health activities,Manufacture of tobacco products,0.288231408
Public health activities,Manufacture of textile products,5.989337838
Public health activities,Manufacture of wearing apparel,17.3488462
Public health activities,Manufacture of leather products,0.337672905
Public health activities,Manufacture of footwear,1.873627396
Public health activities,Sawmilling and planing of wood,10.97738807
Public health activities,Manufacture of wood products,5.949307056
Public health activities,Manufacture of pulp and paper,7.475964157
Public health activities,Manufacture of containers of paper,2.487912788
Public health activities,Manufacture of other paper products,10.87895356
Public health activities,Printing,7.94210039
Public health activities,Manufacture of refined petroleum products,9.535463785
Public health activities,Manufacture of basic chemicals,9.560838981
Public health activities,Manufacture of paints,3.533175974
Public health activities,Manufacture of pharmaceutical products,18.90699749
Public health activities,Manufacture of soap detergents and toilet products,12.06347553
Public health activities,Manufacture of other chemical products,3.661969204
Public health activities,Manufacture of rubber products,0.71526993
Public health activities,Manufacture of plastic products,6.140388834
Public health activities,Manufacture of glass and glass products,2.880364785
Public health activities,Manufacture of cement,3.469681565
Public health activities,Manufacture of concrete and concrete products,11.50862865
Public health activities,Manufacture of basic iron and steel,1.339779243
Public health activities,Manufacture of other basic metals,2.018807776
Public health activities,Manufacture of fabricated metal products,26.80008255
Public health activities,Manufacture of industrial and domestic machinery and equipment,5.33847553
Public health activities,Manufacture of electric and electronic machinery and equipment,7.203421166
Public health activities,Manufacture of transport equipment,4.442619913
Public health activities,Manufacture of furniture,17.41186373
Public health activities,Repair and installation of machinery and other manufacturing,11.25449611
Public health activities,Electric power generation,5.300638671
Public health activities,Transmission of electric power,1.114799265
Public health activities,Distribution of electric power,8.88732451
Public health activities,Gas and steam manufacture and supply,3.681400168
Public health activities,Water collection treatment and supply,3.182040923
Public health activities,Waste collection and recycling activities,4.315002544
Public health activities,Construction of residential buildings,15.13965795
Public health activities,Construction of non-residential buildings,6.480159257
Public health activities,Civil engineering,11.9689561
Public health activities,Specialized construction activities,2.426322701
Public health activities,Wholesale and retail trade of motor vehicles,42.99647366
Public health activities,Wholesale trade,191.6144141
Public health activities,Retail trade,434.7615587
Public health activities,Accommodation,39.14499609
Public health activities,Food and beverage service activities,70.96062615
Public health activities,Transport via railways,1.186351954
Public health activities,Other passenger land transport,8.410205333
Public health activities,Freight transport by road,23.09898693
Public health activities,Transport via pipeline,0.416030326
Public health activities,Water transport,1.156128329
Public health activities,Air transport,43.12384941
Public health activities,Warehousing,14.88214431
Public health activities,Support activities for land transport,9.299945207
Public health activities,Other support activities for transport,26.94335336
Public health activities,Postal and courier activities,1.166305585
Public health activities,Wireless telecommunications,63.53432781
Public health activities,Wired telecommunications,34.65300342
Public health activities,Other telecommunications activities,9.072942725
Public health activities,Information services activities,153.8106966
Public health activities,Publishing activities,24.09554784
Public health activities,Banking monetary intermediation,145.0106802
Public health activities,Insurance activities,35.0558609
Public health activities,Auxiliary financial activities,26.90563054
Public health activities,Real estate activities,93.79373288
Public health activities,Housing services,0
Public health activities,Legal and accounting services,31.75316524
Public health activities,Architectural and engineering services,83.18697312
Public health activities,Other professional activities,129.8102915
Public health activities,Rental and leasing activities,27.42298176
Public health activities,Business support activities,100.2014028
Public health activities,Public administration,88.9840479
Public health activities,Public education,72.65909239
Public health activities,Private education,49.53635485
Public health activities,Public health activities,24.34761689
Public health activities,Private health activities,201.393286
Public health activities,Activities of organizations,15.78320532
Public health activities,Artistic and entertainment activities,36.51123252
Public health activities,Other personal services,13.67838363
Private health activities,Cultivation of annual crops,262.3620119
Private health activities,Cultivation of vegetables,304.8168441
Private health activities,Cultivation of grapes,157.9546491
Private health activities,Cultivation of other fruits,359.4213417
Private health activities,Cattle bredding,184.3774077
Private health activities,Pigs breeding,87.8550351
Private health activities,Chicken breeding,164.8069157
Private health activities,Breeding of other animals,15.35023322
Private health activities,Farming services,63.82627286
Private health activities,Forestry,150.6083594
Private health activities,Aquaculture,131.1654862
Private health activities,Extractive fishing,72.31131217
Private health activities,Coal mining,7.267982957
Private health activities,Crude oil and gas mining,18.38578776
Private health activities,Copper mining,3243.839749
Private health activities,Iron mining,261.126753
Private health activities,Mining of other metals,132.2807357
Private health activities,Other mining activities and mining services,192.7223348
Private health activities,Processing and preserving of meat,704.2918694
Private health activities,Processing and preserving of fishmeal and fish oil,11.81085633
Private health activities,Processing and preserving of fish,615.7234385
Private health activities,Processing and preserving of fruits and vegetables,315.8681253
Private health activities,Manufacture of vegetable and animal oils,71.95655906
Private health activities,Manufacture of dairy products,685.3287869
Private health activities,Manufacture of grain mill products,299.7622498
Private health activities,Manufacture of prepared animal feeds,453.3152618
Private health activities,Manufacture of bakery products,685.2551432
Private health activities,Manufacture of macaroni noodles and other related products,57.19347889
Private health activities,Manufacture of other food products,582.0755754
Private health activities,Distilling rectifying and blending of spirits,60.32325399
Private health activities,Manufacture of wines,825.4244001
Private health activities,Manufacture of beers,217.7502121
Private health activities,Manufacture of soft drinks,779.9590781
Private health activities,Manufacture of tobacco products,129.468245
Private health activities,Manufacture of textile products,247.9113129
Private health activities,Manufacture of wearing apparel,599.5755944
Private health activities,Manufacture of leather products,19.41608517
Private health activities,Manufacture of footwear,99.80685871
Private health activities,Sawmilling and planing of wood,513.4679759
Private health activities,Manufacture of wood products,400.2923103
Private health activities,Manufacture of pulp and paper,700.2107848
Private health activities,Manufacture of containers of paper,191.4486937
Private health activities,Manufacture of other paper products,401.7347301
Private health activities,Printing,314.1674668
Private health activities,Manufacture of refined petroleum products,276.5648133
Private health activities,Manufacture of basic chemicals,593.793863
Private health activities,Manufacture of paints,143.6486133
Private health activities,Manufacture of pharmaceutical products,815.7862351
Private health activities,Manufacture of soap detergents and toilet products,490.9405874
Private health activities,Manufacture of other chemical products,202.1630181
Private health activities,Manufacture of rubber products,84.61139788
Private health activities,Manufacture of plastic products,444.8647808
Private health activities,Manufacture of glass and glass products,134.569948
Private health activities,Manufacture of cement,208.2961268
Private health activities,Manufacture of concrete and concrete products,597.439575
Private health activities,Manufacture of basic iron and steel,303.2553555
Private health activities,Manufacture of other basic metals,164.5158336
Private health activities,Manufacture of fabricated metal products,1073.902786
Private health activities,Manufacture of industrial and domestic machinery and equipment,341.8886495
Private health activities,Manufacture of electric and electronic machinery and equipment,210.8186562
Private health activities,Manufacture of transport equipment,222.9737969
Private health activities,Manufacture of furniture,555.0693542
Private health activities,Repair and installation of machinery and other manufacturing,300.8365356
Private health activities,Electric power generation,164.7751444
Private health activities,Transmission of electric power,25.38130334
Private health activities,Distribution of electric power,206.8251123
Private health activities,Gas and steam manufacture and supply,216.4548188
Private health activities,Water collection treatment and supply,79.13894746
Private health activities,Waste collection and recycling activities,119.7714137
Private health activities,Construction of residential buildings,1202.843447
Private health activities,Construction of non-residential buildings,483.237187
Private health activities,Civil engineering,1218.052044
Private health activities,Specialized construction activities,458.3335685
Private health activities,Wholesale and retail trade of motor vehicles,1464.368085
Private health activities,Wholesale trade,6916.623763
Private health activities,Retail trade,12099.3062
Private health activities,Accommodation,962.2672362
Private health activities,Food and beverage service activities,2325.195424
Private health activities,Transport via railways,34.51361216
Private health activities,Other passenger land transport,977.6203519
Private health activities,Freight transport by road,781.5690049
Private health activities,Transport via pipeline,9.227264206
Private health activities,Water transport,44.89929933
Private health activities,Air transport,1013.584078
Private health activities,Warehousing,344.7730432
Private health activities,Support activities for land transport,253.1811606
Private health activities,Other support activities for transport,621.7602048
Private health activities,Postal and courier activities,28.3446623
Private health activities,Wireless telecommunications,1492.475416
Private health activities,Wired telecommunications,817.599073
Private health activities,Other telecommunications activities,326.2077591
Private health activities,Information services activities,3706.833693
Private health activities,Publishing activities,671.031133
Private health activities,Banking monetary intermediation,3786.42368
Private health activities,Insurance activities,6165.953221
Private health activities,Auxiliary financial activities,1064.420231
Private health activities,Real estate activities,2221.624466
Private health activities,Housing services,0
Private health activities,Legal and accounting services,824.3853154
Private health activities,Architectural and engineering services,2092.640977
Private health activities,Other professional activities,3446.333006
Private health activities,Rental and leasing activities,697.5428591
Private health activities,Business support activities,2628.313624
Private health activities,Public administration,2417.800989
Private health activities,Public education,3003.287568
Private health activities,Private education,2073.437752
Private health activities,Public health activities,638.9203168
Private health activities,Private health activities,780086.0991
Private health activities,Activities of organizations,14171.10959
Private health activities,Artistic and entertainment activities,854.4277817
Private health activities,Other personal services,330.7962757
Activities of organizations,Cultivation of annual crops,747.6330291
Activities of organizations,Cultivation of vegetables,1008.354091
Activities of organizations,Cultivation of grapes,424.9599268
Activities of organizations,Cultivation of other fruits,880.0560302
Activities of organizations,Cattle bredding,489.6050675
Activities of organizations,Pigs breeding,244.4681624
Activities of organizations,Chicken breeding,472.6893924
Activities of organizations,Breeding of other animals,39.59153153
Activities of organizations,Farming services,209.6829143
Activities of organizations,Forestry,486.6757339
Activities of organizations,Aquaculture,87.88590745
Activities of organizations,Extractive fishing,239.6362206
Activities of organizations,Coal mining,22.87899316
Activities of organizations,Crude oil and gas mining,0.115478654
Activities of organizations,Copper mining,4792.403901
Activities of organizations,Iron mining,491.408526
Activities of organizations,Mining of other metals,318.1421691
Activities of organizations,Other mining activities and mining services,652.6202286
Activities of organizations,Processing and preserving of meat,1561.659586
Activities of organizations,Processing and preserving of fishmeal and fish oil,2.76659577
Activities of organizations,Processing and preserving of fish,1755.095308
Activities of organizations,Processing and preserving of fruits and vegetables,775.1903501
Activities of organizations,Manufacture of vegetable and animal oils,179.4808326
Activities of organizations,Manufacture of dairy products,966.9276024
Activities of organizations,Manufacture of grain mill products,468.1816387
Activities of organizations,Manufacture of prepared animal feeds,1045.860195
Activities of organizations,Manufacture of bakery products,950.2647658
Activities of organizations,Manufacture of macaroni noodles and other related products,109.457694
Activities of organizations,Manufacture of other food products,792.27098
Activities of organizations,Distilling rectifying and blending of spirits,92.41982058
Activities of organizations,Manufacture of wines,1322.393562
Activities of organizations,Manufacture of beers,289.6119058
Activities of organizations,Manufacture of soft drinks,933.2903837
Activities of organizations,Manufacture of tobacco products,398.0254603
Activities of organizations,Manufacture of textile products,306.3322245
Activities of organizations,Manufacture of wearing apparel,444.5267824
Activities of organizations,Manufacture of leather products,37.3846057
Activities of organizations,Manufacture of footwear,188.736519
Activities of organizations,Sawmilling and planing of wood,706.8622485
Activities of organizations,Manufacture of wood products,731.5244778
Activities of organizations,Manufacture of pulp and paper,1702.621874
Activities of organizations,Manufacture of containers of paper,361.0604363
Activities of organizations,Manufacture of other paper products,385.2644366
Activities of organizations,Printing,317.4960091
Activities of organizations,Manufacture of refined petroleum products,23.65487094
Activities of organizations,Manufacture of basic chemicals,1154.217615
Activities of organizations,Manufacture of paints,163.6445428
Activities of organizations,Manufacture of pharmaceutical products,861.5159203
Activities of organizations,Manufacture of soap detergents and toilet products,552.7600586
Activities of organizations,Manufacture of other chemical products,319.9415166
Activities of organizations,Manufacture of rubber products,245.1969086
Activities of organizations,Manufacture of plastic products,995.7365333
Activities of organizations,Manufacture of glass and glass products,221.6753416
Activities of organizations,Manufacture of cement,366.273925
Activities of organizations,Manufacture of concrete and concrete products,925.7584652
Activities of organizations,Manufacture of basic iron and steel,928.0063205
Activities of organizations,Manufacture of other basic metals,401.703846
Activities of organizations,Manufacture of fabricated metal products,1311.851005
Activities of organizations,Manufacture of industrial and domestic machinery and equipment,633.484058
Activities of organizations,Manufacture of electric and electronic machinery and equipment,114.403189
Activities of organizations,Manufacture of transport equipment,333.0563997
Activities of organizations,Manufacture of furniture,432.5073327
Activities of organizations,Repair and installation of machinery and other manufacturing,106.6973232
Activities of organizations,Electric power generation,20.37254115
Activities of organizations,Transmission of electric power,0.201757244
Activities of organizations,Distribution of electric power,1.533270897
Activities of organizations,Gas and steam manufacture and supply,61.18039171
Activities of organizations,Water collection treatment and supply,3.244745355
Activities of organizations,Waste collection and recycling activities,65.86474684
Activities of organizations,Construction of residential buildings,2653.825928
Activities of organizations,Construction of non-residential buildings,1017.147792
Activities of organizations,Civil engineering,3132.900978
Activities of organizations,Specialized construction activities,1136.181433
Activities of organizations,Wholesale and retail trade of motor vehicles,1522.463898
Activities of organizations,Wholesale trade,7410.874909
Activities of organizations,Retail trade,7864.262334
Activities of organizations,Accommodation,281.9465517
Activities of organizations,Food and beverage service activities,1805.662606
Activities of organizations,Transport via railways,3.408148813
Activities of organizations,Other passenger land transport,2367.104028
Activities of organizations,Freight transport by road,9.602013251
Activities of organizations,Transport via pipeline,0.006318008
Activities of organizations,Water transport,42.48829226
Activities of organizations,Air transport,19.09416873
Activities of organizations,Warehousing,8.827613555
Activities of organizations,Support activities for land transport,14.6541364
Activities of organizations,Other support activities for transport,18.24347192
Activities of organizations,Postal and courier activities,1.140897968
Activities of organizations,Wireless telecommunications,40.8611337
Activities of organizations,Wired telecommunications,10.59052029
Activities of organizations,Other telecommunications activities,52.37874611
Activities of organizations,Information services activities,70.25108952
Activities of organizations,Publishing activities,234.7151997
Activities of organizations,Banking monetary intermediation,749.9643599
Activities of organizations,Insurance activities,1588.563845
Activities of organizations,Auxiliary financial activities,1382.390814
Activities of organizations,Real estate activities,76.8379771
Activities of organizations,Housing services,0
Activities of organizations,Legal and accounting services,55.41460807
Activities of organizations,Architectural and engineering services,108.0792232
Activities of organizations,Other professional activities,231.4361179
Activities of organizations,Rental and leasing activities,35.31442561
Activities of organizations,Business support activities,171.137964
Activities of organizations,Public administration,56.42093467
Activities of organizations,Public education,38.19786751
Activities of organizations,Private education,77.01723439
Activities of organizations,Public health activities,26.67573891
Activities of organizations,Private health activities,48.78318437
Activities of organizations,Activities of organizations,1.322456612
Activities of organizations,Artistic and entertainment activities,20.00727055
Activities of organizations,Other personal services,86.59930129
Artistic and entertainment activities,Cultivation of annual crops,9.812763561
Artistic and entertainment activities,Cultivation of vegetables,4.831715633
Artistic and entertainment activities,Cultivation of grapes,6.169286976
Artistic and entertainment activities,Cultivation of other fruits,17.33581234
Artistic and entertainment activities,Cattle bredding,8.85206454
Artistic and entertainment activities,Pigs breeding,3.662830904
Artistic and entertainment activities,Chicken breeding,5.897663161
Artistic and entertainment activities,Breeding of other animals,1.085591271
Artistic and entertainment activities,Farming services,5.273032619
Artistic and entertainment activities,Forestry,3.983504318
Artistic and entertainment activities,Aquaculture,4.144415026
Artistic and entertainment activities,Extractive fishing,4.651568924
Artistic and entertainment activities,Coal mining,0.327874726
Artistic and entertainment activities,Crude oil and gas mining,0.84461946
Artistic and entertainment activities,Copper mining,353.9043031
Artistic and entertainment activities,Iron mining,1.094871497
Artistic and entertainment activities,Mining of other metals,2.857147951
Artistic and entertainment activities,Other mining activities and mining services,3.54998093
Artistic and entertainment activities,Processing and preserving of meat,130.0228378
Artistic and entertainment activities,Processing and preserving of fishmeal and fish oil,5.979586132
Artistic and entertainment activities,Processing and preserving of fish,79.43266035
Artistic and entertainment activities,Processing and preserving of fruits and vegetables,48.51539506
Artistic and entertainment activities,Manufacture of vegetable and animal oils,11.84410582
Artistic and entertainment activities,Manufacture of dairy products,94.59149494
Artistic and entertainment activities,Manufacture of grain mill products,47.68914941
Artistic and entertainment activities,Manufacture of prepared animal feeds,65.9550024
Artistic and entertainment activities,Manufacture of bakery products,81.03166419
Artistic and entertainment activities,Manufacture of macaroni noodles and other related products,1.775369315
Artistic and entertainment activities,Manufacture of other food products,88.72725641
